text,lemmas,sent_len,punct_count,char_count,text_density,sw_count,cased_count,polarity,PRON,VERB,ADV,ADP,NOUN,ADJ,DET,CONJ,PRT,NUM,.,X
"What, if any, is the limit  for auto top-up?",that if any be the limit for auto top up,9,4,44,4.4,4,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"If my account is low in funds, can I set an auto top-up?",of my account be low in fund can I set an auto top up,13,3,56,4.0,7,1,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will the system automatically top up itself?,will the system automatically top up itself,7,1,44,5.5,3,0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can I get an auto Top-up?,an I get an auto top up,6,2,25,3.5714285714285716,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Where do I find the auto top up option?,there do I find the auto top up option,9,1,39,3.9,5,1,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the restrictions on auto top-up?,that be the restriction on auto top up,7,2,41,5.125,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
How can I setup automatic top-up?,now can I set automatic top up,6,2,33,4.714285714285714,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can it automatically top up my account?,an it automatically top up my account,7,1,39,4.875,4,0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can I top-up automatically?,an I top up automatically,4,2,27,5.4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I heard you have an auto-top up option, where do I find that?",I hear you have an auto top up option where do I find that,13,3,61,4.357142857142857,8,2,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Where do I access the auto top-up function?,there do I access the auto top up function,8,2,43,4.777777777777778,4,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What about a auto top-up?,that about a auto top up,5,2,25,4.166666666666667,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
how can i get it to add money automatically while travelling,how can I get it to add money automatically while travel,11,0,60,5.0,6,0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What about an auto top-up, is that a option?",that about an auto top up be that a option,9,3,44,4.4,6,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Can I setup top ups in advance?,an I set top up in advance,7,1,31,3.875,3,1,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
where can i located the auto top up function?,where can I locate the auto top up function,9,1,45,4.5,5,0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a way to set up an auto top-up?,be there a way to set up an auto top up,10,2,40,3.6363636363636362,6,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
I have a trip coming up and want to add money automatically.,I have a trip come up and want to add money automatically,12,1,60,4.615384615384615,6,1,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
where can I find the auto-top up option?,where can I find the auto top up option,8,2,40,4.444444444444445,5,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can it add money every so often automatically while I travel?,an it add money every so often automatically while I travel,11,1,61,5.083333333333333,5,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Will the system automatically update once there is no more money left?,will the system automatically update once there be no more money leave,12,1,70,5.384615384615385,7,0,-0.125,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
"When traveling, is it possible for it to add money at specific time intervals?",when travel be it possible for it to add money at specific time interval,14,2,78,5.2,7,0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I top-up while traveling?,now do I top up while travel,6,2,32,4.571428571428571,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auto-top up option can be found where?,auto top up option can be find where,7,2,38,4.75,3,0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do I have to manually top-up my account each time or will it do it on its own?,to I have to mentally top up my account each time or will it do it on its own,18,2,78,4.105263157894737,13,1,0.6,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Can I auto top-up as much as I want?,an I auto top up as much as I want,9,2,36,3.6,5,2,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can I add money in intervals to my account?  I will be traveling.,an I add money in interval to my account I will be travel,13,2,65,4.642857142857143,8,2,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there a limit to auto top?,be there a limit to auto top,7,1,29,3.625,4,0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"My funds are low, can I auto top up?",by fund be low can I auto top up,9,2,36,3.6,4,1,0.25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I know there's an auto-top option but I can not locate it when I look?,I know there be an auto top option but I can not locate it when I look,15,3,70,4.375,9,3,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is it possible to top-up automatically?,be it possible to top up automatically,6,2,39,5.571428571428571,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
What is the auto top-up limit?,that be the auto top up limit,6,2,30,4.285714285714286,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Do you have an auto-top function and how do I use it if so?,to you have an auto top function and how do I use it if so,14,2,59,3.933333333333333,10,1,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't use my card because it is not working.,I can not use my card because it be not work,10,2,46,4.181818181818182,6,1,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't seem to be able to use my card,I can not seem to be able to use my card,10,1,38,3.4545454545454546,5,1,0.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"My card isn't working at all, I need assistance. It's really frustrating.",by card be not work at all I need assistance it be really frustration,12,5,73,5.615384615384615,5,1,-0.4,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you tell me what the problem with my card is? It was declined at a restaurant today.,an you tell I what the problem with my card be it be decline at a restaurant today,18,2,88,4.631578947368421,11,0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
How do I fix a broken card?,now do I fix a broken card,7,1,27,3.375,4,1,-0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card was working but now it doesn't.,by card be work but now it do not,8,2,39,4.333333333333333,5,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I cannot seem to use my card.,I can not seem to use my card,7,1,29,3.625,3,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think my card is broke it's not working anymore,I think my card be break it be not work anymore,10,1,49,4.454545454545454,5,1,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I have not been able to use this card.,I have not be able to use this card,9,1,38,3.8,6,1,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do if i accidentally broke my card?,that do I do if I accidentally break my card,10,1,45,4.090909090909091,7,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How come my card doesn't work anymore?,now come my card do not work anymore,7,2,38,4.75,3,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"For a week now, I have tried to use my card and it is still not working.",for a week now I have try to use my card and it be still not work,17,2,72,4.0,10,1,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My actual card isn't functioning.,by actual card be not sanctioning,5,2,33,5.5,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't get the card itself to work.,I can not get the card itself to work,8,2,36,4.0,4,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What should I do if my card doesn't work?,that should I do if my card do not work,9,2,41,4.1,7,1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why won't my card work.,why will not my card work,5,2,23,3.8333333333333335,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card will not work,by card will not work,5,0,21,3.5,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card is not working.,by card be not work,5,1,23,3.8333333333333335,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOW LONG THE CARD VALIDITY,how long the CARD validity,5,0,26,4.333333333333333,2,5,-0.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card seems to not be working at all.,by card seem to not be work at all,9,1,39,3.9,5,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card gets rejected when I try to use it,by card gets reject when I try to use it,10,0,42,3.8181818181818183,5,1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I am unable to use my card for some reason.,I be unable to use my card for some reason,10,1,43,3.909090909090909,6,1,-0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why can't I use my card?,why can not I use my card,6,2,24,3.4285714285714284,3,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think my card is broke?,I think my card be break,6,1,25,3.5714285714285716,3,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do?  My card is broken.,that do I do by card be break,8,2,33,3.6666666666666665,5,1,-0.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",by Netflix subscription say that there be an issue with my card information but I think everything be fine why would it be decline,24,3,138,5.52,13,1,0.4166666666666667,2.0,5.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
My card was declined at a restaurant today and I don't know what the problem is.,by card be decline at a restaurant today and I do not know what the problem be,16,2,80,4.705882352941177,9,1,0.0,1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WHAT IS THE REASON FOR THAT,what of the reason for that,6,0,27,3.857142857142857,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My card is not working when I try to use it.,by card be not work when I try to use it,11,1,44,3.6666666666666665,6,1,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I check security settings on my card?,now do I check security setting on my card,9,1,44,4.4,5,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card isn't working at all. What happened?,by card be not work at all that happen,8,3,44,4.888888888888889,4,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Today I was out eating and my card was declined. Why's that?,today I be out eat and my card be decline why be that,12,3,60,4.615384615384615,6,1,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are ways to test why my card might not be working?,that be way to test why my card might not be work,12,1,55,4.230769230769231,7,0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currently my card is broken.,currently my card be break,5,1,28,4.666666666666667,2,0,-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card won't work at all for anything.,by card will not work at all for anything,8,2,39,4.333333333333333,5,0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I fix my card if it is broken?,now do I fix my card if it be break,10,1,37,3.3636363636363638,7,1,-0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why doesn't my card work for any transactions?,why do not my card work for any transaction,8,2,46,5.111111111111111,5,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I tried using my card, but it doesn't work.",I try use my card but it do not work,9,3,43,4.3,5,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card hasn't been working for even small transactions today.,by card have not be work for even small transaction today,10,2,62,5.636363636363637,4,0,-0.25,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do if the machine rejects my card?,that do I do if the machine reject my card,10,1,44,4.0,7,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Something's wrong my card won't work.,something be wrong my card will not work,6,3,37,5.285714285714286,2,0,-0.5,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I tried to use my card today in the restaurant but it didn't work and just got declined. What's wrong?,I try to use my card today in the restaurant but it do not work and just got decline that be wrong,20,4,102,4.857142857142857,10,1,-0.5,2.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Suddenly, my card won't work.",suddenly my card will not work,5,3,29,4.833333333333333,2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card hasn't been working when I try to use it.,by card have not be work when I try to use it,11,2,49,4.083333333333333,6,1,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My physical card is not working,by physical card be not work,6,0,31,4.428571428571429,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"
I can't seem to be able to use my card


",I can not seem to be able to use my card,10,1,42,3.8181818181818183,5,1,0.5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Why is my physical card not working?,why be my physical card not work,7,1,36,4.5,4,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Help.  My card is broken.,help by card be break,5,2,25,4.166666666666667,2,0,-0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I am unable to use my card.,I be unable to use my card,7,1,27,3.375,4,1,-0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"No transactions are being accepted, what's wrong with my card?",to transaction be be accept what be wrong with my card,10,3,62,5.636363636363637,5,0,-0.5,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is my card frozen?,be my card freeze,4,1,18,3.6,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card was declined at a restaurant today and I am not sure why.,by card be decline at a restaurant today and I be not sure why,14,1,65,4.333333333333333,8,1,-0.25,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do now that I can't use this card?,that do I do now that I can not use this card,11,2,44,3.6666666666666665,8,2,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My card doesn't seem to work anymore,by card do not seem to work anymore,7,1,36,4.5,3,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Out of the blue, my card stopped working.",but of the blue my card stop work,8,2,41,4.555555555555555,4,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't seem to use my card. Can you help?,I can not seem to use my card an you help,10,3,42,3.8181818181818183,5,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I re-order a damaged card?,now do I re order a damage card,7,2,33,4.125,4,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is my card not working anymore?,why be my card not work anymore,7,1,35,4.375,4,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't use my card for anything,I can not use my card for anything,7,1,32,4.0,3,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What's wrong with my card? The clerk at the grocery store said it was declined.,that be wrong with my card the clerk at the grocer store say it be decline,15,3,79,4.9375,7,0,-0.5,1.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
What should I do if I can't use my card?,that should I do if I can not use my card,10,2,40,3.6363636363636362,7,2,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can I use app to reset PIN attempts?,an I use pp to rest PIN attempt,8,1,36,4.0,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please help.  The card won't work.,please help the card will not work,6,3,34,4.857142857142857,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I wasn't able to use my card today when I went out for lunch. Wondering why that is?,I be not able to use my card today when I go out for lunch wonder why that be,18,3,84,4.421052631578948,10,2,0.5,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My card doesn't seem to work.,by card do not seem to work,6,2,29,4.142857142857143,3,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Currently I can't get my card to work.,currently I can not get my card to work,8,2,38,4.222222222222222,3,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHAT IS THE MAIN REASON OF THIS PROBLEM,what of the MAIN reason of this problem,8,0,39,4.333333333333333,5,8,0.16666666666666666,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
How do I get my card to work?,now do I get my card to work,8,1,29,3.2222222222222223,5,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What can I do to make my physical card work?,that can I do to make my physical card work,10,1,44,4.0,6,1,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can you tell me why I can't make any transactions?,an you tell I why I can not make any transaction,10,2,50,4.545454545454546,6,1,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,there be something wrong with my card cry to use it a few time today in different place and it just do not work the transaction I try to make be really small so not sure what be go on,38,4,196,5.0256410256410255,20,1,-0.24,4.0,8.0,5.0,2.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Can you tell me whats going on with my card it seems to be not working?,an you tell I what be go on with my card it seem to be not work,16,1,71,4.176470588235294,10,0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How do I check security settings using the app?,now do I check security setting use the pp,9,1,47,4.7,4,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I tried using my card at multiple vendors and now it's not working.,I try use my card at multiple vendor and now it be not work,13,2,67,4.785714285714286,7,1,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Can you help me with my card, I think it's broke.",an you help I with my card I think it be break,11,3,49,4.083333333333333,7,1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The card is non-functional.,the card be non functional,4,2,27,5.4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I haven't been able to complete any transactions on my card today. Do you know what's wrong?,I have not be able to complete any transaction on my card today to you know what be wrong,17,4,92,5.111111111111111,9,1,0.033333333333333326,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Today I used my card at a restaurant and it was declined. Why?,today I use my card at a restaurant and it be decline why,13,2,62,4.428571428571429,7,1,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Did you deactivate my card it's not working anymore,do you activate my card it be not work anymore,9,1,51,5.1,5,0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Need help to get my card to work.,need help to get my card to work,8,1,33,3.6666666666666665,3,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Why isn't my card working anymore?,why be not my card work anymore,6,2,34,4.857142857142857,3,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why won't my card work anymore?,why will not my card work anymore,6,2,31,4.428571428571429,3,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why won't the machine accept my card anymore?,why will not the machine accept my card anymore,8,2,45,5.0,4,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,when I be in a restaurant today my card be decline and payment would not go through and I need help an you fix this,24,3,120,4.8,14,2,0.0,3.0,6.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
What to do if my physical card is not working?,that to do if my physical card be not work,10,1,46,4.181818181818182,7,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card stopped working after multiple transactions. Why?,by card stop work after multiple transaction why,8,2,57,6.333333333333333,2,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why won't my card accept any transactions?,why will not my card accept any transaction,7,2,42,5.25,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",I think my card be break or something I try use it and it would not go through please help,19,4,97,4.85,9,2,-0.4,4.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
My card is broken,by card be break,4,0,17,3.4,2,0,-0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,I try to purchase airline ticket online this morning and my card information be not work be there something go on with my account,23,3,139,5.791666666666667,11,1,0.0,2.0,4.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card no longer works.,by card no long work,5,1,24,4.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I seem to be unable to make any transactions.,I seem to be unable to make any transaction,9,1,45,4.5,5,1,-0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I can't get my actual card to work,I can not get my actual card to work,8,1,34,3.7777777777777777,3,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card doesn't work when I use it.,by card do not work when I use it,8,2,35,3.888888888888889,4,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What do I do if my card gets broken?,that do I do if my card gets break,9,1,36,3.6,6,1,-0.4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I am having problems with my physical card.,I be have problem with my physical card,8,1,43,4.777777777777778,5,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How can I get my card to work?,now can I get my card to work,8,1,30,3.3333333333333335,5,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I need help with understanding why my card is not working.,I need help with understanding why my card be not work,11,1,58,4.833333333333333,6,1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please help me!  My physical card isn't working right.,please help I by physical card be not work right,9,3,54,5.4,2,0,0.14285714285714285,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card stopped working. How do I check if there is a freeze on it?,by card stop work now do I check if there be a freeze on it,15,2,67,4.1875,9,1,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I don't know what's wrong with my card, but it has not worked at multiple places today.",I do not know what be wrong with my card but it have not work at multiple place today,17,4,87,4.833333333333333,9,1,-0.25,3.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
I need clarity on why my card is not working.,I need clarity on why my card be not work,10,1,45,4.090909090909091,6,1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card won't physically work.,by card will not physically work,5,2,30,5.0,2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What's going on? My card wont accept any transactions.,that be go on by card will not accept any transaction,9,3,54,5.4,2,0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My card don't work.,by card do not work,4,2,19,3.8,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My card won't work right now.,by card will not work right now,6,2,29,4.142857142857143,2,0,0.2857142857142857,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How can it be that my Card is not functioning anymore?,now can it be that my Hard be not sanction anymore,11,1,54,4.5,8,0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What's going on with my card? I've tried multiple times and it never goes through.,that be go on with my card I have try multiple time and it never go through,15,4,82,5.125,5,0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
